STATE_NO,DISTRICT_NO,STATE,DISTRICT_NAME,REGION_TYPE,No_HH,POPULATION
23,433,Madhya Pradesh,Mandsaur,Urban,56395,277604
23,434,Madhya Pradesh,Ratlam,Rural,211854,1020038
23,434,Madhya Pradesh,Ratlam,Urban,84829,435031
23,435,Madhya Pradesh,Ujjain,Rural,238950,1207651
23,435,Madhya Pradesh,Ujjain,Urban,152488,779213
23,436,Madhya Pradesh,Shajapur,Rural,244243,1219133
23,436,Madhya Pradesh,Shajapur,Urban,55782,293548
23,437,Madhya Pradesh,Dewas,Rural,221276,1111956
23,437,Madhya Pradesh,Dewas,Urban,87595,451759
23,438,Madhya Pradesh,Dhar,Rural,339173,1772572
23,438,Madhya Pradesh,Dhar,Urban,86741,413221
23,439,Madhya Pradesh,Indore,Rural,159400,848988
23,439,Madhya Pradesh,Indore,Urban,490140,2427709
23,440,Madhya Pradesh,Khargone (West Nimar),Rural,309315,1574190
23,440,Madhya Pradesh,Khargone (West Nimar),Urban,58673,298856
23,441,Madhya Pradesh,Barwani,Rural,204644,1181812
23,441,Madhya Pradesh,Barwani,Urban,38633,204069
23,442,Madhya Pradesh,Rajgarh,Rural,292018,1269357
23,442,Madhya Pradesh,Rajgarh,Urban,53279,276457
23,443,Madhya Pradesh,Vidisha,Rural,232163,1119257
23,443,Madhya Pradesh,Vidisha,Urban,67513,339618
23,444,Madhya Pradesh,Bhopal,Rural,93058,454010
23,444,Madhya Pradesh,Bhopal,Urban,408747,1917051
23,445,Madhya Pradesh,Sehore,Rural,210468,1062870
23,445,Madhya Pradesh,Sehore,Urban,46843,248462
23,446,Madhya Pradesh,Raisen,Rural,215979,1028172
23,446,Madhya Pradesh,Raisen,Urban,62916,303425
23,447,Madhya Pradesh,Betul,Rural,261879,1266211
23,447,Madhya Pradesh,Betul,Urban,67953,309151
23,448,Madhya Pradesh,Harda,Rural,89743,451101
23,448,Madhya Pradesh,Harda,Urban,23636,119364
23,449,Madhya Pradesh,Hoshangabad,Rural,175529,851364
23,449,Madhya Pradesh,Hoshangabad,Urban,81670,389986
23,450,Madhya Pradesh,Katni,Rural,233122,1028499
23,450,Madhya Pradesh,Katni,Urban,56429,263543
23,451,Madhya Pradesh,Jabalpur,Rural,237398,1023255
23,451,Madhya Pradesh,Jabalpur,Urban,301662,1440034
23,452,Madhya Pradesh,Narsimhapur,Rural,206225,888314
23,452,Madhya Pradesh,Narsimhapur,Urban,44061,203540
23,453,Madhya Pradesh,Dindori,Rural,162220,672206
23,453,Madhya Pradesh,Dindori,Urban,7410,32318
23,454,Madhya Pradesh,Mandla,Rural,220815,924716
23,454,Madhya Pradesh,Mandla,Urban,29331,130189
23,455,Madhya Pradesh,Chhindwara,Rural,333149,1585739
23,455,Madhya Pradesh,Chhindwara,Urban,110212,505183
23,456,Madhya Pradesh,Seoni,Rural,278250,1215241
23,456,Madhya Pradesh,Seoni,Urban,36517,163890
23,457,Madhya Pradesh,Balaghat,Rural,337369,1456882
23,457,Madhya Pradesh,Balaghat,Urban,54467,244816
23,458,Madhya Pradesh,Guna,Rural,185041,928844
23,458,Madhya Pradesh,Guna,Urban,59360,312675
23,459,Madhya Pradesh,Ashoknagar,Rural,142794,691387
23,459,Madhya Pradesh,Ashoknagar,Urban,29886,153684
23,460,Madhya Pradesh,Shahdol,Rural,205268,846463
23,460,Madhya Pradesh,Shahdol,Urban,46184,219600
23,461,Madhya Pradesh,Anuppur,Rural,126851,543996
23,461,Madhya Pradesh,Anuppur,Urban,43864,205241
23,462,Madhya Pradesh,Sidhi,Rural,220074,1033912
23,462,Madhya Pradesh,Sidhi,Urban,18374,93121
23,463,Madhya Pradesh,Singrauli,Rural,197902,951487
23,463,Madhya Pradesh,Singrauli,Urban,46023,226786
23,464,Madhya Pradesh,Jhabua,Rural,175934,933065
23,464,Madhya Pradesh,Jhabua,Urban,18223,91983
23,465,Madhya Pradesh,Alirajpur,Rural,113129,671925
23,465,Madhya Pradesh,Alirajpur,Urban,10671,57074
23,466,Madhya Pradesh,Khandwa (East Nimar),Rural,216182,1050625
23,466,Madhya Pradesh,Khandwa (East Nimar),Urban,50473,259436
23,467,Madhya Pradesh,Burhanpur,Rural,97842,497560
23,467,Madhya Pradesh,Burhanpur,Urban,48499,260287
24,468,Gujarat,Kachchh,Rural,286001,1363836
24,468,Gujarat,Kachchh,Urban,159671,728535
24,469,Gujarat,Banas Kantha,Rural,478438,2705591
24,469,Gujarat,Banas Kantha,Urban,81973,414915
24,470,Gujarat,Patan,Rural,209082,1062653
24,470,Gujarat,Patan,Urban,58551,281081
24,471,Gujarat,Mahesana,Rural,316536,1520734
24,471,Gujarat,Mahesana,Urban,107943,514330
24,472,Gujarat,Sabar Kantha,Rural,406039,2064869
24,472,Gujarat,Sabar Kantha,Urban,75375,363720
24,473,Gujarat,Gandhinagar,Rural,161994,791126
24,473,Gujarat,Gandhinagar,Urban,127996,600627
24,474,Gujarat,Ahmadabad,Rural,228482,1151178
24,474,Gujarat,Ahmadabad,Urban,1281652,6063047
24,475,Gujarat,Surendranagar,Rural,240804,1259352
24,475,Gujarat,Surendranagar,Urban,102409,496916
24,476,Gujarat,Rajkot,Rural,314961,1590508
24,476,Gujarat,Rajkot,Urban,471625,2214050
24,477,Gujarat,Jamnagar,Rural,230303,1189054
24,477,Gujarat,Jamnagar,Urban,200638,971065
24,478,Gujarat,Porbandar,Rural,63404,299775
24,478,Gujarat,Porbandar,Urban,61152,285674
24,479,Gujarat,Junagadh,Rural,347702,1836670
24,479,Gujarat,Junagadh,Urban,179624,906412
24,480,Gujarat,Amreli,Rural,219041,1127555
24,480,Gujarat,Amreli,Urban,75796,386635
24,481,Gujarat,Bhavnagar,Rural,302370,1697964
24,481,Gujarat,Bhavnagar,Urban,236235,1182401
24,482,Gujarat,Anand,Rural,297658,1457758
24,482,Gujarat,Anand,Urban,129947,634987
24,483,Gujarat,Kheda,Rural,359691,1776276
24,483,Gujarat,Kheda,Urban,107165,523609
24,484,Gujarat,Panch Mahals,Rural,378648,2055949
24,484,Gujarat,Panch Mahals,Urban,67963,334827
24,485,Gujarat,Dohad,Rural,298702,1935461
24,485,Gujarat,Dohad,Urban,35570,191625
24,486,Gujarat,Vadodara,Rural,417600,2099855
24,486,Gujarat,Vadodara,Urban,459506,2065771
24,487,Gujarat,Narmada,Rural,108962,528425
24,487,Gujarat,Narmada,Urban,13212,61872
24,488,Gujarat,Bharuch,Rural,217298,1026060
24,488,Gujarat,Bharuch,Urban,116185,524959
24,489,Gujarat,The Dangs,Rural,39889,203604
24,489,Gujarat,The Dangs,Urban,4810,24687
24,490,Gujarat,Navsari,Rural,203297,920535
24,490,Gujarat,Navsari,Urban,91834,409137
24,491,Gujarat,Valsad,Rural,216948,1070177
24,491,Gujarat,Valsad,Urban,147455,635501
24,492,Gujarat,Surat,Rural,269680,1232109
24,492,Gujarat,Surat,Urban,1063520,4849213
24,493,Gujarat,Tapi,Rural,160028,727535
24,493,Gujarat,Tapi,Urban,17063,79487
25,494,Daman & Diu,Diu,Rural,5331,28083
25,494,Daman & Diu,Diu,Urban,5249,23991
25,495,Daman & Diu,Daman,Rural,7413,32313
25,495,Daman & Diu,Daman,Urban,42963,158860
26,496,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Rural,36094,183114
26,496,Dadra & Nagar Haveli,Dadra & Nagar Haveli,Urban,40364,160595
27,497,Maharashtra,Nandurbar,Rural,272783,1372821
27,497,Maharashtra,Nandurbar,Urban,50738,275474
27,498,Maharashtra,Dhule,Rural,296717,1479826
27,498,Maharashtra,Dhule,Urban,112157,571036
27,499,Maharashtra,Jalgaon,Rural,624570,2887206
27,499,Maharashtra,Jalgaon,Urban,279073,1342711
27,500,Maharashtra,Buldana,Rural,451284,2037398
27,500,Maharashtra,Buldana,Urban,110220,548860
27,501,Maharashtra,Akola,Rural,250160,1094165
27,501,Maharashtra,Akola,Urban,145530,719741
27,502,Maharashtra,Washim,Rural,218403,985747
27,502,Maharashtra,Washim,Urban,41061,211413
27,503,Maharashtra,Amravati,Rural,430282,1851158
27,503,Maharashtra,Amravati,Urban,217169,1037287
27,504,Maharashtra,Wardha,Rural,212493,877474
27,504,Maharashtra,Wardha,Urban,97353,423300
27,505,Maharashtra,Nagpur,Rural,339997,1474811
27,505,Maharashtra,Nagpur,Urban,701547,3178759
27,506,Maharashtra,Bhandara,Rural,224933,966503
27,506,Maharashtra,Bhandara,Urban,53143,233831
27,507,Maharashtra,Gondiya,Rural,243840,1096577
27,507,Maharashtra,Gondiya,Urban,48529,225930
27,508,Maharashtra,Gadchiroli,Rural,222413,954909
27,508,Maharashtra,Gadchiroli,Urban,28022,118033
27,509,Maharashtra,Chandrapur,Rural,356228,1428929
27,509,Maharashtra,Chandrapur,Urban,180458,775378
27,510,Maharashtra,Yavatmal,Rural,515502,2174195
27,510,Maharashtra,Yavatmal,Urban,131384,598153
27,511,Maharashtra,Nanded,Rural,494341,2447394
27,511,Maharashtra,Nanded,Urban,171093,913898
27,512,Maharashtra,Hingoli,Rural,196255,998612
27,512,Maharashtra,Hingoli,Urban,32613,178733
27,513,Maharashtra,Parbhani,Rural,256399,1266280
27,513,Maharashtra,Parbhani,Urban,104731,569806
27,514,Maharashtra,Jalna,Rural,320908,1581617
27,514,Maharashtra,Jalna,Urban,70793,377429
27,515,Maharashtra,Aurangabad,Rural,420950,2081112
27,515,Maharashtra,Aurangabad,Urban,330965,1620170
27,516,Maharashtra,Nashik,Rural,677310,3509814
27,516,Maharashtra,Nashik,Urban,545577,2597373
27,517,Maharashtra,Thane,Rural,541599,2545470
27,517,Maharashtra,Thane,Urban,1987566,8514678
27,518,Maharashtra,Mumbai Suburban,Rural,0,0
27,518,Maharashtra,Mumbai Suburban,Urban,2105604,9356962
27,519,Maharashtra,Mumbai,Rural,0,0
27,519,Maharashtra,Mumbai,Urban,674339,3085411
27,520,Maharashtra,Raigarh,Rural,381204,1664005
27,520,Maharashtra,Raigarh,Urban,230586,970195
27,521,Maharashtra,Pune,Rural,779972,3678226
27,521,Maharashtra,Pune,Urban,1371531,5751182
27,522,Maharashtra,Ahmadnagar,Rural,739083,3630542
27,522,Maharashtra,Ahmadnagar,Urban,190941,912617
27,523,Maharashtra,Bid,Rural,435588,2070751
27,523,Maharashtra,Bid,Urban,100247,514298
27,524,Maharashtra,Latur,Rural,363409,1829216
27,524,Maharashtra,Latur,Urban,118163,624980
27,525,Maharashtra,Osmanabad,Rural,296494,1376519
27,525,Maharashtra,Osmanabad,Urban,54787,281057
27,526,Maharashtra,Solapur,Rural,593560,2918665
27,526,Maharashtra,Solapur,Urban,279607,1399091
27,527,Maharashtra,Satara,Rural,528587,2433363
27,527,Maharashtra,Satara,Urban,125148,570378
27,528,Maharashtra,Ratnagiri,Rural,335318,1351346
27,528,Maharashtra,Ratnagiri,Urban,61797,263723
27,529,Maharashtra,Sindhudurg,Rural,183201,742645
27,529,Maharashtra,Sindhudurg,Urban,26638,107006
27,530,Maharashtra,Kolhapur,Rural,568519,2645992
27,530,Maharashtra,Kolhapur,Urban,271721,1230009
27,531,Maharashtra,Sangli,Rural,442436,2102786
27,531,Maharashtra,Sangli,Urban,155950,719357
28,532,Andhra Pradesh,Adilabad,Rural,473010,1980980
28,532,Andhra Pradesh,Adilabad,Urban,176839,760259
28,533,Andhra Pradesh,Nizamabad,Rural,465538,1962963
28,533,Andhra Pradesh,Nizamabad,Urban,127696,588372
28,534,Andhra Pradesh,Karimnagar,Rural,743421,2825044
28,534,Andhra Pradesh,Karimnagar,Urban,232601,951225
28,535,Andhra Pradesh,Medak,Rural,504567,2305417
28,535,Andhra Pradesh,Medak,Urban,164059,727871
28,536,Andhra Pradesh,Hyderabad,Rural,0,0
28,536,Andhra Pradesh,Hyderabad,Urban,849051,3943323
28,537,Andhra Pradesh,Rangareddy,Rural,349140,1577569
28,537,Andhra Pradesh,Rangareddy,Urban,886201,3719172
28,538,Andhra Pradesh,Mahbubnagar,Rural,743106,3445336
28,538,Andhra Pradesh,Mahbubnagar,Urban,126345,607692
28,539,Andhra Pradesh,Nalgonda,Rural,716294,2826302
28,539,Andhra Pradesh,Nalgonda,Urban,159645,662507
28,540,Andhra Pradesh,Warangal,Rural,645197,2520243
28,540,Andhra Pradesh,Warangal,Urban,241082,992333
28,541,Andhra Pradesh,Khammam,Rural,582970,2141459
28,541,Andhra Pradesh,Khammam,Urban,171064,655911
28,542,Andhra Pradesh,Srikakulam,Rural,572382,2266411
28,542,Andhra Pradesh,Srikakulam,Urban,108948,436703
28,543,Andhra Pradesh,Vizianagaram,Rural,463526,1853563
28,543,Andhra Pradesh,Vizianagaram,Urban,123623,490911
28,544,Andhra Pradesh,Visakhapatnam,Rural,579417,2254667
28,544,Andhra Pradesh,Visakhapatnam,Urban,517625,2035922
28,545,Andhra Pradesh,East Godavari,Rural,1073773,3840324
28,545,Andhra Pradesh,East Godavari,Urban,354755,1313972
28,546,Andhra Pradesh,West Godavari,Rural,877207,3128189
28,546,Andhra Pradesh,West Godavari,Urban,214318,808777
28,547,Andhra Pradesh,Krishna,Rural,753922,2673738
28,547,Andhra Pradesh,Krishna,Urban,489371,1843660
28,548,Andhra Pradesh,Guntur,Rural,877464,3235075
28,548,Andhra Pradesh,Guntur,Urban,419145,1652738
28,549,Andhra Pradesh,Prakasam,Rural,691813,2732866
28,549,Andhra Pradesh,Prakasam,Urban,168650,664582
28,550,Andhra Pradesh,Sri Potti Sriramulu Nellore,Rural,567120,2105927
28,550,Andhra Pradesh,Sri Potti Sriramulu Nellore,Urban,209734,857630
28,551,Andhra Pradesh,Y.S.R.,Rural,477712,1903337
28,551,Andhra Pradesh,Y.S.R.,Urban,228492,979132
28,552,Andhra Pradesh,Kurnool,Rural,639120,2904177
28,552,Andhra Pradesh,Kurnool,Urban,248532,1149286
28,553,Andhra Pradesh,Anantapur,Rural,700366,2935437
28,553,Andhra Pradesh,Anantapur,Urban,267794,1145711
28,554,Andhra Pradesh,Chittoor,Rural,737322,2942678
28,554,Andhra Pradesh,Chittoor,Urban,302631,1231386
29,555,Karnataka,Belgaum,Rural,719233,3568466
29,555,Karnataka,Belgaum,Urban,264621,1211195
29,556,Karnataka,Bagalkot,Rural,242690,1291906
29,556,Karnataka,Bagalkot,Urban,118459,597846
29,557,Karnataka,Bijapur,Rural,309751,1675353
29,557,Karnataka,Bijapur,Urban,99055,501978
29,558,Karnataka,Bidar,Rural,239979,1277348
29,558,Karnataka,Bidar,Urban,79958,425952
29,559,Karnataka,Raichur,Rural,267585,1438464
29,559,Karnataka,Raichur,Urban,96268,490348
29,560,Karnataka,Koppal,Rural,217748,1156216
29,560,Karnataka,Koppal,Urban,46847,233704
29,561,Karnataka,Gadag,Rural,139782,685261
29,561,Karnataka,Gadag,Urban,79314,379309
29,562,Karnataka,Dharwad,Rural,160674,797484
29,562,Karnataka,Dharwad,Urban,222026,1049539
29,563,Karnataka,Uttara Kannada,Rural,228887,1018188
29,563,Karnataka,Uttara Kannada,Urban,95643,418981
29,564,Karnataka,Haveri,Rural,257195,1242167
29,564,Karnataka,Haveri,Urban,73219,355501
29,565,Karnataka,Bellary,Rural,295258,1532356
29,565,Karnataka,Bellary,Urban,193860,920239
29,566,Karnataka,Chitradurga,Rural,283669,1329923
29,566,Karnataka,Chitradurga,Urban,73334,329533
29,567,Karnataka,Davanagere,Rural,275421,1316487
29,567,Karnataka,Davanagere,Urban,134755,629010
29,568,Karnataka,Shimoga,Rural,259456,1129026
29,568,Karnataka,Shimoga,Urban,147360,623727
29,569,Karnataka,Udupi,Rural,177529,843300
29,569,Karnataka,Udupi,Urban,75549,334061
29,570,Karnataka,Chikmagalur,Rural,218247,898453
29,570,Karnataka,Chikmagalur,Urban,57838,239508
29,571,Karnataka,Tumkur,Rural,497521,2079902
29,571,Karnataka,Tumkur,Urban,142560,599078
29,572,Karnataka,Bangalore,Rural,213207,871607
29,572,Karnataka,Bangalore,Urban,2180638,8749944
29,573,Karnataka,Mandya,Rural,355271,1497407
29,573,Karnataka,Mandya,Urban,73354,308362
29,574,Karnataka,Hassan,Rural,341634,1399658
29,574,Karnataka,Hassan,Urban,91819,376763
29,575,Karnataka,Dakshina Kannada,Rural,225243,1093563
29,575,Karnataka,Dakshina Kannada,Urban,214490,996086
29,576,Karnataka,Kodagu,Rural,121989,473531
29,576,Karnataka,Kodagu,Urban,20727,80988
29,577,Karnataka,Mysore,Rural,406952,1755714
29,577,Karnataka,Mysore,Urban,294016,1245413
29,578,Karnataka,Chamarajanagar,Rural,204137,845817
29,578,Karnataka,Chamarajanagar,Urban,40737,174974
29,579,Karnataka,Gulbarga,Rural,312880,1730775
29,579,Karnataka,Gulbarga,Urban,158721,835551
29,580,Karnataka,Yadgir,Rural,162187,953594
29,580,Karnataka,Yadgir,Urban,39876,220677
29,581,Karnataka,Kolar,Rural,227058,1056328
29,581,Karnataka,Kolar,Urban,106290,480073
29,582,Karnataka,Chikkaballapura,Rural,220987,973985
29,582,Karnataka,Chikkaballapura,Urban,63711,281119
29,583,Karnataka,Bangalore Rural,Rural,164814,722179
29,583,Karnataka,Bangalore Rural,Urban,64465,268744
29,584,Karnataka,Ramanagara,Rural,199673,814877
29,584,Karnataka,Ramanagara,Urban,60860,267759
30,585,Goa,North Goa,Rural,74704,324927
30,585,Goa,North Goa,Urban,117062,493081
30,586,Goa,South Goa,Rural,53504,226804
30,586,Goa,South Goa,Urban,98341,413733
31,587,Lakshadweep,Lakshadweep,Rural,2710,14141
31,587,Lakshadweep,Lakshadweep,Urban,8864,50332
32,588,Kerala,Kasaragod,Rural,169240,798328
32,588,Kerala,Kasaragod,Urban,104170,509047
32,589,Kerala,Kannur,Rural,202229,882017
32,589,Kerala,Kannur,Urban,352069,1640986
32,590,Kerala,Wayanad,Rural,183375,785840
32,590,Kerala,Wayanad,Urban,7519,31580
32,591,Kerala,Kozhikode,Rural,235703,1013721
32,591,Kerala,Kozhikode,Urban,462007,2072572
32,592,Kerala,Malappuram,Rural,448037,2295709
32,592,Kerala,Malappuram,Urban,345962,1817211
32,593,Kerala,Palakkad,Rural,482285,2133124
32,593,Kerala,Palakkad,Urban,154935,676810
32,594,Kerala,Thrissur,Rural,250877,1024794
32,594,Kerala,Thrissur,Urban,508333,2096406
32,595,Kerala,Ernakulam,Rural,259915,1048025
32,595,Kerala,Ernakulam,Urban,554096,2234363
32,596,Kerala,Idukki,Rural,267208,1056929
32,596,Kerala,Idukki,Urban,12604,52045
32,597,Kerala,Kottayam,Rural,346899,1409158
32,597,Kerala,Kottayam,Urban,140397,565393
32,598,Kerala,Alappuzha,Rural,248616,979643
32,598,Kerala,Alappuzha,Urban,287342,1148146
32,599,Kerala,Pathanamthitta,Rural,287615,1065799
32,599,Kerala,Pathanamthitta,Urban,35069,131613
32,600,Kerala,Kollam,Rural,376679,1448217
32,600,Kerala,Kollam,Urban,292696,1187158
32,601,Kerala,Thiruvananthapuram,Rural,390963,1529831
32,601,Kerala,Thiruvananthapuram,Urban,446914,1771596
33,602,Tamil Nadu,Thiruvallur,Rural,331697,1299709
33,602,Tamil Nadu,Thiruvallur,Urban,615252,2428395
33,603,Tamil Nadu,Chennai,Rural,0,0
33,603,Tamil Nadu,Chennai,Urban,1154982,4646732
33,604,Tamil Nadu,Kancheepuram,Rural,361365,1459916
33,604,Tamil Nadu,Kancheepuram,Urban,644880,2538336
33,605,Tamil Nadu,Vellore,Rural,536706,2234344
33,605,Tamil Nadu,Vellore,Urban,392575,1701987
33,606,Tamil Nadu,Tiruvannamalai,Rural,472689,1969930
33,606,Tamil Nadu,Tiruvannamalai,Urban,116147,494945
33,607,Tamil Nadu,Viluppuram,Rural,678847,2939785
33,607,Tamil Nadu,Viluppuram,Urban,121521,519088
33,608,Tamil Nadu,Salem,Rural,452023,1707934
33,608,Tamil Nadu,Salem,Urban,463944,1774122
33,609,Tamil Nadu,Namakkal,Rural,283248,1030476
33,609,Tamil Nadu,Namakkal,Urban,192263,696125
33,610,Tamil Nadu,Erode,Rural,323502,1093768
33,610,Tamil Nadu,Erode,Urban,334569,1157976
33,611,Tamil Nadu,The Nilgiris,Rural,83021,299739
33,611,Tamil Nadu,The Nilgiris,Urban,114632,435655
33,612,Tamil Nadu,Dindigul,Rural,350970,1351735
33,612,Tamil Nadu,Dindigul,Urban,209803,808040
33,613,Tamil Nadu,Karur,Rural,168396,629976
33,613,Tamil Nadu,Karur,Urban,118699,434517
33,614,Tamil Nadu,Tiruchirappalli,Rural,357244,1384257
33,614,Tamil Nadu,Tiruchirappalli,Urban,341160,1338033
33,615,Tamil Nadu,Perambalur,Rural,123945,468060
33,615,Tamil Nadu,Perambalur,Urban,25298,97163
33,616,Tamil Nadu,Ariyalur,Rural,175903,671100
33,616,Tamil Nadu,Ariyalur,Urban,21187,83794
33,617,Tamil Nadu,Cuddalore,Rural,423473,1720725
33,617,Tamil Nadu,Cuddalore,Urban,212105,885189
33,618,Tamil Nadu,Nagapattinam,Rural,323350,1251826
33,618,Tamil Nadu,Nagapattinam,Urban,90487,364624
33,619,Tamil Nadu,Thiruvarur,Rural,261999,1006482
33,619,Tamil Nadu,Thiruvarur,Urban,65220,257795
33,620,Tamil Nadu,Thanjavur,Rural,391202,1554531
33,620,Tamil Nadu,Thanjavur,Urban,214161,851359
33,621,Tamil Nadu,Pudukkottai,Rural,310285,1301991
33,621,Tamil Nadu,Pudukkottai,Urban,77394,316354
33,622,Tamil Nadu,Sivaganga,Rural,234513,926256
33,622,Tamil Nadu,Sivaganga,Urban,104425,412845
33,623,Tamil Nadu,Madurai,Rural,315036,1191451
33,623,Tamil Nadu,Madurai,Urban,479851,1846801
33,624,Tamil Nadu,Theni,Rural,156719,575418
33,624,Tamil Nadu,Theni,Urban,181393,670481
33,625,Tamil Nadu,Virudhunagar,Rural,265002,962062
33,625,Tamil Nadu,Virudhunagar,Urban,272746,980226
33,626,Tamil Nadu,Ramanathapuram,Rural,228764,942746
33,626,Tamil Nadu,Ramanathapuram,Urban,95141,410699
33,627,Tamil Nadu,Thoothukkudi,Rural,235449,873374
33,627,Tamil Nadu,Thoothukkudi,Urban,226561,876802
33,628,Tamil Nadu,Tirunelveli,Rural,419057,1557004
33,628,Tamil Nadu,Tirunelveli,Urban,396471,1520229
33,629,Tamil Nadu,Kanniyakumari,Rural,85478,330572
33,629,Tamil Nadu,Kanniyakumari,Urban,398061,1539802
33,630,Tamil Nadu,Dharmapuri,Rural,310409,1245931
33,630,Tamil Nadu,Dharmapuri,Urban,65464,260912
33,631,Tamil Nadu,Krishnagiri,Rural,342859,1451446
33,631,Tamil Nadu,Krishnagiri,Urban,105194,428363
33,632,Tamil Nadu,Coimbatore,Rural,242157,839105
33,632,Tamil Nadu,Coimbatore,Urban,715878,2618940
33,633,Tamil Nadu,Tiruppur,Rural,283187,957941
33,633,Tamil Nadu,Tiruppur,Urban,429023,1521111
34,634,Puducherry,Yanam,Rural,0,0
34,634,Puducherry,Yanam,Urban,13812,55626
34,635,Puducherry,Puducherry,Rural,69497,293080
34,635,Puducherry,Puducherry,Urban,162016,657209
34,636,Puducherry,Mahe,Rural,0,0
34,636,Puducherry,Mahe,Urban,7420,41816
34,637,Puducherry,Karaikal,Rural,25521,102120
34,637,Puducherry,Karaikal,Urban,24184,98102
35,638,Andaman & Nicobar Islands,Nicobars,Rural,9288,36842
35,638,Andaman & Nicobar Islands,Nicobars,Urban,0,0
35,639,Andaman & Nicobar Islands,North  & Middle Andaman,Rural,25475,102856
35,639,Andaman & Nicobar Islands,North  & Middle Andaman,Urban,724,2741
35,640,Andaman & Nicobar Islands,South Andaman,Rural,23767,97395
35,640,Andaman & Nicobar Islands,South Andaman,Urban,35297,140747
