state,dist_name,region_type,prop_schedback,total_income,stgov_alliance,alliancematch2,perc_marg,new_plants_within_300k,hh_count,hh_count2019,hh_min,hh14plus19,mean_expec_hrs,median_power_hrs,median_power_hrs2019,improvemed1419,med14is24,one
Telangana,Adilabad,Urban,63.95,48,INC-UPA,0,10.46,1,294,285,285,579,17.12191728042983,20,24,4,0,1
Telangana,Hyderabad,Urban,68.54000000000001,56,INC-UPA,0,11.53,1,731,727,727,1458,19.6575806842648,22,24,2,0,1
Telangana,Karimnagar,Rural,82.67,32.4,INC-UPA,0,8.75,1,75,126,75,201,22.35671883725179,14,24,10,0,1
Telangana,Karimnagar,Urban,76.91,33.5,INC-UPA,0,11.69,1,550,624,550,1174,17.22904531419892,16,24,8,0,1
Telangana,Khammam,Rural,92.97,27.6,INC-UPA,1,4.08,1,185,186,185,371,17.16595032279547,16,24,8,0,1
Telangana,Khammam,Urban,60.41999999999999,44,INC-UPA,0,1.61,1,283,273,273,556,19.64384959484959,20,24,4,0,1
Telangana,Mahbubnagar,Rural,63.09,42.9,INC-UPA,0,5.26,1,149,270,149,419,20.60807120841076,18,24,6,0,1
Telangana,Mahbubnagar,Urban,68.21000000000001,46,INC-UPA,0,4.41,1,302,288,288,590,18.55409170743869,21,24,3,0,1
Telangana,Medak,Rural,80.72,52,INC-UPA,1,6.22,1,223,239,223,462,19.28865149882337,15,24,9,0,1
Telangana,Nalgonda,Rural,75.27000000000001,44.4,INC-UPA,1,6.3,1,93,148,93,241,18.79948905193508,18,24,6,0,1
Telangana,Nalgonda,Urban,75.58,40,INC-UPA,1,4.100000000000001,1,303,270,270,573,15.38618103614627,22,24,2,0,1
Telangana,Nizamabad,Rural,88.89,28,INC-UPA,0,20.35,1,90,153,90,243,19.28130169039258,17,24,7,0,1
Telangana,Rangareddy,Rural,76.22,52,INC-UPA,0,5.220000000000001,1,185,198,185,383,21.38592663506648,16,24,8,0,1
Telangana,Rangareddy,Urban,60.47,53.5,INC-UPA,1,6.72,1,731,675,675,1406,17.48609851236524,23,24,1,0,1
Telangana,Warangal,Rural,90,44.4,INC-UPA,1,5.91,1,30,128,30,158,16.03326948415972,20,24,4,0,1
Telangana,Warangal,Urban,83.77,83.2,INC-UPA,0,5.72,1,573,551,551,1124,16.89610349380243,16,24,8,0,1
Uttar Pradesh,Agra,Rural,77.39,36,Third Front,0,3.24,1,199,206,199,405,18.05052576166991,14,24,10,0,1
Uttar Pradesh,Agra,Urban,53.37,63,Third Front,0,10.53,1,534,477,477,1011,18.66440755127736,21,24,3,0,1
Uttar Pradesh,Aligarh,Rural,42.98,29.8,Third Front,0,4.31,1,121,96,96,217,19.36684458460918,12,24,12,0,1
Uttar Pradesh,Aligarh,Urban,36.59,56,Third Front,1,6.419999999999999,1,440,417,417,857,17.00115834235489,18,24,6,0,1
Uttar Pradesh,Allahabad,Rural,61.45,42,Third Front,1,4.31,1,83,64,64,147,17.56407571870792,15,16,1,0,1
Uttar Pradesh,Allahabad,Urban,67.58999999999999,59.5,Third Front,0,.35,1,796,697,697,1493,13.93656825879194,20,20,0,0,1
Uttar Pradesh,Ambedkar Nagar,Rural,63.33,33,Third Front,1,14.8,1,30,15,15,45,19.60280058067758,0,20,20,0,1
Uttar Pradesh,Auraiya,Rural,51.28,41.2,Third Front,1,9.049999999999999,1,39,47,39,86,14.93654023267288,24,19,-5,1,1
Uttar Pradesh,Azamgarh,Rural,80.82000000000001,32,Third Front,1,6.05,1,73,78,73,151,20.58627464482821,10,20,10,0,1
Uttar Pradesh,Bahraich,Rural,72.41,48,Third Front,0,3.73,1,145,136,136,281,18.0244,16,20,4,0,1
Uttar Pradesh,Bahraich,Urban,44,49.5,Third Front,0,2.62,1,350,249,249,599,17.89565361171929,18,24,6,0,1
Uttar Pradesh,Ballia,Rural,27.69,59,Third Front,1,8.93,1,65,90,65,155,17.4018207633367,13,20,7,0,1
Uttar Pradesh,Ballia,Urban,50.93,60,Third Front,1,14.83,1,322,262,262,584,17.24433991499805,16,20,4,0,1
Uttar Pradesh,Balrampur,Rural,88.89,45,Third Front,1,14.1,1,27,23,23,50,16.55463625836459,16,20,4,0,1
Uttar Pradesh,Balrampur,Urban,51.59,56,Third Front,1,11.23,1,314,298,298,612,16.75797396198677,17,24,7,0,1
Uttar Pradesh,Banda,Rural,80,19.5,Third Front,0,2.75,1,30,29,29,59,17.24839075826148,14.5,16,1.5,0,1
Uttar Pradesh,Bara Banki,Rural,76.06,82,Third Front,1,10.13,1,71,54,54,125,16.99507092228837,16,16,0,0,1
Uttar Pradesh,Bareilly,Rural,72.56,24.5,Third Front,0,3.49,1,164,211,164,375,19.66705728809595,12,17,5,0,1
Uttar Pradesh,Bareilly,Urban,50.52999999999999,45,Third Front,0,12.31,1,376,362,362,738,13.6707,17.5,22,4.5,0,1
Uttar Pradesh,Basti,Rural,73.2,28,Third Front,1,10.41,1,306,305,305,611,12.96286110531423,12,20,8,0,1
Uttar Pradesh,Basti,Urban,61.49,36.5,Third Front,0,10.48,1,309,242,242,551,11.90893526710795,19,24,5,0,1
Uttar Pradesh,Bijnor,Rural,100,32.7,Third Front,0,8.25,1,31,41,31,72,15.4384786120874,17,18,1,0,1
Uttar Pradesh,Bijnor,Urban,50.34999999999999,85,Third Front,1,7.449999999999999,1,286,274,274,560,14.99891599628662,16,20,4,0,1
Uttar Pradesh,Budaun,Rural,97.56,44,Third Front,1,4.32,1,41,48,41,89,13.5487251670495,18,24,6,0,1
Uttar Pradesh,Chitrakoot,Rural,100,20,Third Front,0,2.22,1,18,13,13,31,17.3227984472686,0,16,16,0,1
Uttar Pradesh,Chitrakoot,Urban,49.57,42,Third Front,1,8.85,1,230,299,230,529,10.24414659911713,19,21,2,0,1
Uttar Pradesh,Deoria,Rural,82.91,33.2,Third Front,1,7.61,1,158,151,151,309,15.16407980810949,12,20,8,0,1
Uttar Pradesh,Etah,Rural,75.36,29.1,Third Front,1,13.03,1,69,32,32,101,14.38752966547612,15,23,8,0,1
Uttar Pradesh,Etah,Urban,59.08,80,Third Front,1,13.02,1,347,303,303,650,10.58642555278467,18,24,6,0,1
Uttar Pradesh,Etawah,Rural,85.37,48,Third Front,1,23.08,1,123,152,123,275,15.49681151552744,16,19,3,0,1
Uttar Pradesh,Etawah,Urban,49.83000000000001,48,Third Front,1,3.13,1,301,244,244,545,14.88975582291179,18,20,2,0,1
Uttar Pradesh,Faizabad,Rural,62.71,30.1,Third Front,1,19.6,1,59,58,58,117,9.112375980574727,12,20,8,0,1
Uttar Pradesh,Faizabad,Urban,60.9,69.75,Third Front,1,2.81,1,312,261,261,573,15.31505104272703,16,20,4,0,1
Uttar Pradesh,Farrukhabad,Rural,44.83,60,Third Front,1,11.17,0,29,16,16,45,14.31140770872275,18,23,5,0,1
Uttar Pradesh,Farrukhabad,Urban,38.84,50.008,Third Front,1,10.81,1,345,306,306,651,11.24658263407633,18,24,6,0,1
Uttar Pradesh,Fatehpur,Rural,72.85000000000001,19.5,Third Front,0,7.6,1,151,148,148,299,14.66658092053081,0,16,16,0,1
Uttar Pradesh,Fatehpur,Urban,76.59,30.5,Third Front,1,2.03,1,299,318,299,617,19.79722149571534,18,20,2,0,1
Uttar Pradesh,Firozabad,Rural,94.64,28.7,Third Front,1,17.8,1,112,95,95,207,14.52728003930951,15,24,9,0,1
Uttar Pradesh,Gautam Buddha Nagar,Urban,38.87,100,Third Front,0,13.2,1,548,566,548,1114,18.03738915194543,24,24,0,1,1
Uttar Pradesh,Ghaziabad,Rural,66.43000000000001,58,Third Front,0,4.77,1,143,147,143,290,20.55135403219197,13,17,4,0,1
Uttar Pradesh,Ghaziabad,Urban,41.97,60,Third Front,0,9.19,1,1034,895,895,1929,19.33989175784052,18,21,3,0,1
Uttar Pradesh,Ghazipur,Rural,75,40.6,Third Front,1,6.34,1,184,208,184,392,20.69463677320649,13,20,7,0,1
Uttar Pradesh,Ghazipur,Urban,62.97000000000001,34.7,Third Front,1,.13,1,316,273,273,589,17.56770062581863,15,24,9,0,1
Uttar Pradesh,Gonda,Rural,48.28,50,Third Front,1,7.51,1,203,183,183,386,15.99404998561857,18,20,2,0,1
Uttar Pradesh,Gorakhpur,Rural,82.09,34.6,Third Front,0,5.72,1,134,133,133,267,17.92525660327318,12,20,8,0,1
Uttar Pradesh,Gorakhpur,Urban,56.83000000000001,63.5,Third Front,0,17.82,1,322,230,230,552,17.64712865233464,18,20.5,2.5,0,1
Uttar Pradesh,Hamirpur,Rural,83.76000000000001,28,Third Front,0,9.700000000000001,1,117,76,76,193,19.83932827587309,12,20,8,0,1
Uttar Pradesh,Hardoi,Rural,84.09,19.1,Third Front,1,3.64,1,44,55,44,99,17.99433338304209,0,14,14,0,1
Uttar Pradesh,Jalaun,Urban,80.84,76,Third Front,0,2.99,1,261,158,158,419,17.31538593007012,15,20,5,0,1
Uttar Pradesh,Jaunpur,Rural,76.38000000000001,33.5,Third Front,1,5.06,1,271,275,271,546,16.002514406875,12,20,8,0,1
Uttar Pradesh,Jaunpur,Urban,71.89,54,Third Front,1,16.28,1,338,245,245,583,17.88717966831743,17,21,4,0,1
Uttar Pradesh,Jhansi,Rural,60.58,26,Third Front,1,3.49,1,241,211,211,452,16.19444216467183,20,19,-1,0,1
Uttar Pradesh,Jhansi,Urban,71.39,32.5,Third Front,0,3.78,1,664,597,597,1261,16.27045341549474,17,20,3,0,1
Uttar Pradesh,Kannauj,Rural,79.17,62,Third Front,1,17.37,1,24,28,24,52,17.03210457548644,18,19,1,0,1
Uttar Pradesh,Kanpur Dehat,Rural,71.43000000000001,48.9,Third Front,1,1.78,1,21,16,16,37,20.26593913526446,15,20,5,0,1
Uttar Pradesh,Kanpur Nagar,Rural,62.29,32,Third Front,1,3.93,1,175,176,175,351,19.26355435074157,13,19,6,0,1
Uttar Pradesh,Kanpur Nagar,Urban,56.21000000000001,52.5,Third Front,0,7.049999999999999,1,813,745,745,1558,13.07842500326221,16,21,5,0,1
Uttar Pradesh,Kanshiram Nagar,Rural,61.9,30,Third Front,0,9.02,1,105,96,96,201,19.63170567011692,15,24,9,0,1
Uttar Pradesh,Kheri,Rural,68,26.5,Third Front,0,8.68,0,75,77,75,152,17.52697873991903,10,16,6,0,1
Uttar Pradesh,Kheri,Urban,66.75999999999999,35.5,Third Front,1,17.75,0,352,306,306,658,14.62775884522197,17,17,0,0,1
Uttar Pradesh,Lalitpur,Rural,66.92,20.1,Third Front,0,2.38,1,130,78,78,208,14.36653999436883,20,19,-1,0,1
Uttar Pradesh,Lucknow,Rural,90.28,25.5,Third Front,1,1.1,1,144,144,144,288,16.24946997973712,14,24,10,0,1
Uttar Pradesh,Lucknow,Urban,44.49,65,Third Front,1,7.8,1,508,484,484,992,17.15712909691802,24,24,0,1,1
Uttar Pradesh,Mahamaya Nagar,Rural,50,36.5,Third Front,0,1.63,1,48,48,48,96,21.80180552901416,21,23,2,0,1
Uttar Pradesh,Mahrajganj,Rural,96.55,22,Third Front,0,5.94,1,29,24,24,53,14.64370670113116,12,20,8,0,1
Uttar Pradesh,Mainpuri,Rural,85.58,47.3,Third Front,1,17.8,1,215,207,207,422,16.58461825862328,12,24,12,0,1
Uttar Pradesh,Mathura,Rural,29.03,39,Third Front,0,9.84,0,62,46,46,108,16.20384678962022,12,24,12,0,1
Uttar Pradesh,Mathura,Urban,41.07,70.5,Third Front,0,.25,0,638,605,605,1243,14.01897730499296,18,24,6,0,1
Uttar Pradesh,Mau,Rural,86.79000000000001,35,Third Front,0,3.36,1,53,32,32,85,18.83923009146246,14,20,6,0,1
Uttar Pradesh,Mau,Urban,61.4,39.4,Third Front,0,2.63,1,329,298,298,627,16.72508998240674,15,20,5,0,1
Uttar Pradesh,Meerut,Rural,53.26,40.5,Third Front,1,4.56,1,276,277,276,553,20.05815350958721,12,18,6,0,1
Uttar Pradesh,Meerut,Urban,43.35,78.5,Third Front,0,3.5,1,489,436,436,925,17.0662756087476,19,18,-1,0,1
Uttar Pradesh,Mirzapur,Rural,84.39,34.5,Third Front,1,8.369999999999999,1,173,185,173,358,11.33842063884732,13,16,3,0,1
Uttar Pradesh,Moradabad,Rural,77.64999999999999,28,Third Front,0,4.32,1,85,95,85,180,17.51302604441902,12,15,3,0,1
Uttar Pradesh,Moradabad,Urban,49,56,Third Front,1,11.12,1,400,390,390,790,18.67998744185029,20,19,-1,0,1
Uttar Pradesh,Muzaffarnagar,Rural,74.59,40,Third Front,0,6.44,1,122,72,72,194,19.35336110803793,14,18,4,0,1
Uttar Pradesh,Muzaffarnagar,Urban,52.19,61.65,Third Front,0,6.16,1,297,178,178,475,16.74272534300664,15,18,3,0,1
Uttar Pradesh,Pilibhit,Rural,100,30,Third Front,1,13.77,1,90,15,15,105,19.84613350618549,14,14,0,0,1
Uttar Pradesh,Pratapgarh,Rural,85.47,32,Third Front,1,7.779999999999999,1,172,119,119,291,19.44856473286809,16,16,0,0,1
Uttar Pradesh,Rae Bareli,Rural,64.29000000000001,40,Third Front,1,7.77,1,70,61,61,131,19.84293310262643,16,18,2,0,1
Uttar Pradesh,Rae Bareli,Urban,51.29,64,Third Front,0,15.5,1,310,307,307,617,15.80333779167981,24,24,0,1,1
Uttar Pradesh,Rampur,Rural,80,24,Third Front,0,6.73,1,70,114,70,184,20.19721391267849,15,17,2,0,1
Uttar Pradesh,Rampur,Urban,69.87,49.2,Third Front,1,36.54,1,312,293,293,605,15.3857,14,21,7,0,1
Uttar Pradesh,Saharanpur,Rural,82.38,41.7,Third Front,0,1.76,1,227,243,227,470,18.83837287608605,18,17,-1,0,1
Uttar Pradesh,Saharanpur,Urban,45.73,67,Third Front,0,7.07,1,293,233,233,526,18.77388082436876,16,20,4,0,1
Uttar Pradesh,Sant Kabir Nagar,Rural,92.38,21.6,Third Front,1,7.75,1,105,82,82,187,13.99267947536946,12,18,6,0,1
Uttar Pradesh,Shahjahanpur,Rural,87.31,28.5,Third Front,0,4.279999999999999,1,134,88,88,222,16.74248145766115,11,16.5,5.5,0,1
Uttar Pradesh,Shahjahanpur,Urban,58.41,47,Third Front,1,2.31,1,327,285,285,612,15.63293232576619,18,21,3,0,1
Uttar Pradesh,Shrawasti,Rural,39.29000000000001,86,Third Front,1,4.5,1,28,10,10,38,16.1420729358755,16,10,-6,0,1
Uttar Pradesh,Sitapur,Rural,70.59,27,Third Front,1,5.04,1,170,173,170,343,20.30768698336974,0,16,16,0,1
Uttar Pradesh,Sultanpur,Rural,51.69,24.9,Third Front,1,11.06,1,89,140,89,229,18.18356223499128,12,20,8,0,1
Uttar Pradesh,Sultanpur,Urban,53.82,40,Third Front,1,3.76,1,288,269,269,557,15.77784529927812,19,20,1,0,1
Uttar Pradesh,Unnao,Rural,79.03,20,Third Front,1,5.33,1,267,220,220,487,16.4011705684957,7,16,9,0,1
Uttar Pradesh,Varanasi,Rural,100,28,Third Front,0,5.11,1,30,32,30,62,18.17280100644691,13,21.5,8.5,0,1
Uttar Pradesh,Varanasi,Urban,63.26000000000001,57,Third Front,0,7.109999999999999,1,430,420,420,850,17.17302141136794,20,20,0,0,1
Uttarakhand,Dehradun,Rural,55.32,57.6,INC-UPA,1,10.26,1,47,46,46,93,14.92060315656784,24,20,-4,1,1
Uttarakhand,Dehradun,Urban,15.26,100,INC-UPA,0,8.129999999999999,1,308,290,290,598,18.65737680706638,24,22,-2,1,1
Uttarakhand,Garhwal,Rural,3.41,40,INC-UPA,0,8.75,1,88,89,88,177,22.25887408150675,24,20,-4,1,1
Uttarakhand,Hardwar,Rural,80,49,INC-UPA,0,5.24,1,130,167,130,297,23.94121406367473,19,20,1,0,1
Uttarakhand,Hardwar,Urban,45.26,109,INC-UPA,1,1.31,1,570,531,531,1101,22.41124905544448,24,22,-2,1,1
Uttarakhand,Nainital,Rural,11.76,56,INC-UPA,0,8.57,1,51,64,51,115,23.13638079698329,24,22,-2,1,1
Uttarakhand,Nainital,Urban,38.12,60,INC-UPA,0,21.19,1,341,283,283,624,22.44742829232366,17,22,5,0,1
Uttarakhand,Tehri Garhwal,Rural,33.33,32,INC-UPA,0,2.52,1,36,44,36,80,17.5642641590298,24,20,-4,1,1
Uttarakhand,Uttarkashi,Rural,62.5,45,INC-UPA,1,8.42,1,40,47,40,87,23.74085198680273,24,20,-4,1,1
West Bengal,Bankura,Rural,80.7,24.5,Third Front,1,4.42,1,171,176,171,347,21.32353349461372,24,24,0,1,1
West Bengal,Barddhaman,Rural,71.88,32.1,Third Front,0,6.32,1,377,434,377,811,20.4830399259277,24,24,0,1,1
West Bengal,Barddhaman,Urban,33.3,37.7,Third Front,1,13.46,1,937,777,777,1714,19.64888849326729,24,24,0,1,1
West Bengal,Birbhum,Rural,47.76000000000001,26.4,Third Front,0,5.17,1,201,186,186,387,20.80448903312631,24,24,0,1,1
West Bengal,Dakshin Dinajpur,Rural,0,28.2,Third Front,1,3.18,1,14,16,14,30,22.8195255712111,24,24,0,1,1
West Bengal,Darjiling,Urban,23.47,45,Third Front,0,4.15,0,392,233,233,625,23.9571,24,24,0,1,1
West Bengal,Haora,Rural,48.57,29.5,Third Front,1,12.56,1,490,349,349,839,18.7836888090405,24,24,0,1,1
West Bengal,Haora,Urban,35.76,43,Third Front,1,14.54,1,1001,744,744,1745,17.96818321650986,24,24,0,1,1
West Bengal,Hugli,Rural,40,23.8,Third Front,1,11.91,1,25,103,25,128,23.8801,24,24,0,1,1
West Bengal,Hugli,Urban,39.3,32,Third Front,1,23.55,1,313,245,245,558,23.05313445152341,24,24,0,1,1
West Bengal,Jalpaiguri,Rural,80.27,25.4,Third Front,0,4.390000000000001,0,147,165,147,312,19.13628430233792,24,24,0,1,1
West Bengal,Jalpaiguri,Urban,22.81,37.1,Third Front,0,4.33,0,285,195,195,480,22.79763071694952,24,24,0,1,1
West Bengal,Koch Bihar,Rural,67.7,20.3,Third Front,0,3.47,0,322,288,288,610,17.62994430938727,24,24,0,1,1
West Bengal,Koch Bihar,Urban,58.2,28.9,Third Front,0,1.87,0,323,238,238,561,20.62247030136179,24,24,0,1,1
West Bengal,Kolkata,Urban,26.05,54,Third Front,1,27.78,1,476,404,404,880,19.15551202472277,24,24,0,1,1
West Bengal,Maldah,Rural,96.3,35.7,Third Front,0,4.43,1,54,76,54,130,23.92688378806462,24,24,0,1,1
West Bengal,Murshidabad,Rural,8.42,27.3,Third Front,0,5.06,1,95,103,95,198,23.26805069024782,24,24,0,1,1
West Bengal,Murshidabad,Urban,39.84,44,Third Front,0,7.59,1,256,237,237,493,23.77495440539115,24,24,0,1,1
West Bengal,Nadia,Rural,64.09999999999999,23.4,Third Front,1,10.06,1,78,26,26,104,23.99003078800709,24,24,0,1,1
West Bengal,North Twenty Four Parganas,Rural,46.97,37,Third Front,1,10.9,1,198,197,197,395,23.78077724087771,24,24,0,1,1
West Bengal,North Twenty Four Parganas,Urban,34.99,48.5,Third Front,1,20.31,1,1149,1004,1004,2153,22.78650714185092,24,24,0,1,1
West Bengal,Paschim Medinipur,Rural,46.67,30.1,Third Front,0,6.01,1,60,111,60,171,23.56003025864745,24,24,0,1,1
West Bengal,Paschim Medinipur,Urban,33.97,44.8,Third Front,0,8.390000000000001,1,312,283,283,595,22.81108098352016,24,24,0,1,1
West Bengal,Purba Medinipur,Rural,39.76,25.5,Third Front,1,6.76,1,83,24,24,107,23.73780248752287,24,24,0,1,1
West Bengal,Purba Medinipur,Urban,21.69,36,Third Front,1,10.95,1,332,239,239,571,23.73914797375988,24,24,0,1,1
West Bengal,Puruliya,Rural,81.76000000000001,28.8,Third Front,0,7.24,1,159,208,159,367,23.07281202449828,24,24,0,1,1
West Bengal,Puruliya,Urban,29.71,34.3,Third Front,1,17.13,1,350,304,304,654,21.05524749834609,24,24,0,1,1
West Bengal,South Twenty Four Parganas,Rural,64.33,31.5,Third Front,1,8.43,1,300,230,230,530,21.91656060989338,24,24,0,1,1
West Bengal,South Twenty Four Parganas,Urban,51.7,35.4,Third Front,1,16.87,1,559,380,380,939,23.1799388479216,24,24,0,1,1
West Bengal,Uttar Dinajpur,Rural,73.22999999999999,25.75,Third Front,0,7.249999999999999,1,127,139,127,266,21.9620808024202,24,24,0,1,1
West Bengal,Uttar Dinajpur,Urban,41.79,30,Third Front,0,4.279999999999999,1,335,240,240,575,23.06788616716094,24,24,0,1,1
